id,status,resp_start_ts,resp_last_ts,language,testmode,QS1,QS2,QAGE,QS3,QCOUNTRY,Q1R1,Q1R102,Q1R109,Q1R110,Q1R111,Q1R112,Q1R113,Q1R116,Q1R117,Q2R1,Q2R102,Q2R109,Q2R110,Q2R111,Q2R112,Q2R113,Q2R116,Q2R117,Q3R1,Q3R102,Q3R109,Q3R110,Q3R111,Q3R112,Q3R113,Q3R116,Q3R117,Q3RANK1,Q3RANK2,Q3RANK3,Q4R1,Q4R102,Q4R109,Q4R110,Q4R111,Q4R112,Q4R113,Q4R116,Q4R117,Q5BR1,Q5BR102,Q5BR109,Q5BR110,Q5BR111,Q5BR112,Q5BR113,Q5BR116,Q5BR117,Q5R1,Q5R102,Q5R109,Q5R110,Q5R111,Q5R112,Q5R113,Q5R116,Q5R117,Q6R1,Q6R102,Q6R109,Q6R110,Q6R111,Q6R112,Q6R113,Q6R116,Q6R117,Q6BR1,Q6BR102,Q6BR109,Q6BR110,Q6BR111,Q6BR112,Q6BR113,Q6BR116,Q6BR117,Q7R1C1,Q7R2C1,Q7R3C1,Q7R4C1,Q7R5C1,Q7R6C1,Q7R7C1,Q7R8C1,Q7R9C1,Q7R10C1,Q7R11C1,Q7R12C1,Q7R13C1,Q7R14C1,Q7R15C1,Q7R16C1,Q7R17C1,Q7R18C1,Q7R1C102,Q7R2C102,Q7R3C102,Q7R4C102,Q7R5C102,Q7R6C102,Q7R7C102,Q7R8C102,Q7R9C102,Q7R10C102,Q7R11C102,Q7R12C102,Q7R13C102,Q7R14C102,Q7R15C102,Q7R16C102,Q7R17C102,Q7R18C102,Q7R1C109,Q7R2C109,Q7R3C109,Q7R4C109,Q7R5C109,Q7R6C109,Q7R7C109,Q7R8C109,Q7R9C109,Q7R10C109,Q7R11C109,Q7R12C109,Q7R13C109,Q7R14C109,Q7R15C109,Q7R16C109,Q7R17C109,Q7R18C109,Q7R1C110,Q7R2C110,Q7R3C110,Q7R4C110,Q7R5C110,Q7R6C110,Q7R7C110,Q7R8C110,Q7R9C110,Q7R10C110,Q7R11C110,Q7R12C110,Q7R13C110,Q7R14C110,Q7R15C110,Q7R16C110,Q7R17C110,Q7R18C110,Q7R1C111,Q7R2C111,Q7R3C111,Q7R4C111,Q7R5C111,Q7R6C111,Q7R7C111,Q7R8C111,Q7R9C111,Q7R10C111,Q7R11C111,Q7R12C111,Q7R13C111,Q7R14C111,Q7R15C111,Q7R16C111,Q7R17C111,Q7R18C111,Q7R1C112,Q7R2C112,Q7R3C112,Q7R4C112,Q7R5C112,Q7R6C112,Q7R7C112,Q7R8C112,Q7R9C112,Q7R10C112,Q7R11C112,Q7R12C112,Q7R13C112,Q7R14C112,Q7R15C112,Q7R16C112,Q7R17C112,Q7R18C112,Q7R1C113,Q7R2C113,Q7R3C113,Q7R4C113,Q7R5C113,Q7R6C113,Q7R7C113,Q7R8C113,Q7R9C113,Q7R10C113,Q7R11C113,Q7R12C113,Q7R13C113,Q7R14C113,Q7R15C113,Q7R16C113,Q7R17C113,Q7R18C113,Q7R1C116,Q7R2C116,Q7R3C116,Q7R4C116,Q7R5C116,Q7R6C116,Q7R7C116,Q7R8C116,Q7R9C116,Q7R10C116,Q7R11C116,Q7R12C116,Q7R13C116,Q7R14C116,Q7R15C116,Q7R16C116,Q7R17C116,Q7R18C116,Q7R1C117,Q7R2C117,Q7R3C117,Q7R4C117,Q7R5C117,Q7R6C117,Q7R7C117,Q7R8C117,Q7R9C117,Q7R10C117,Q7R11C117,Q7R12C117,Q7R13C117,Q7R14C117,Q7R15C117,Q7R16C117,Q7R17C117,Q7R18C117,QMD_TRACK,QMD_1M,QMD_1L,QMD_2M,QMD_2L,QMD_3M,QMD_3L,QMD_4M,QMD_4L,QMD_5M,QMD_5L,QMD_6M,QMD_6L,QMD_7M,QMD_7L,QMD_8M,QMD_8L,QMD_9M,QMD_9L,QMD_10M,QMD_10L,QMD_11M,QMD_11L,QMD_UTIL_1,QMD_UTIL_2,QMD_UTIL_3,QMD_UTIL_4,QMD_UTIL_5,QMD_UTIL_6,QMD_UTIL_7,QMD_UTIL_8,QMD_UTIL_9,QMD_UTIL_10,QMD_UTIL_11,QMD_UTIL_12,QMD_UTIL_13,QMD_UTIL_14,QMD_UTIL_15,QMD_UTIL_16,QMD_UTIL_17,QMD_UTIL_18,QMD_RLH,QMD_PCERT,device_type,mobile,browser,browser_version,os,win_version,screensize,timezone,fback,fback_opts.1,fback_opts.2,fback_opts.3,fback_opts.4,fback_opts.5,fback_opts.6,fback_opts.7,fback_val,last_page_id,elapsed,disp.QS1,disp.QAGE,disp.QCTYGEN2,disp.T1,disp.QFAM,oq.QAGE,oq.QS3_QUOTA,oq.QCTYGEN2
vL5srl18C3TxYR,C,,1969-12-31 16:00:00,,,6,21,2,1,403,5,6,5,1,4,3,3,3,3,2,7,4,,6,2,5,3,5,,1,,,,,,3,2,102,117,116,4,10,5,,5,3,8,6,8,5,7,,,,,,,,4,7,3,,4,3,5,5,6,4,7,5,,4,3,5,5,6,4,7,5,,4,4,5,5,6,3,7,5,5,1,3,4,3,2,2,3,2,3,4,2,3,6,7,,,,,,,,,,,,,,,,,,,6,4,4,5,7,4,5,4,5,4,4,4,4,5,6,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,1,3,3,3,2,3,3,2,3,4,2,4,5,7,5,3,3,2,7,5,5,5,6,6,5,5,5,5,5,5,3,7,,,,,,,,,,,,,,,,,,,9,2,17,10,9,3,17,4,9,10,16,4,9,8,18,2,6,4,18,10,16,3,18,5.833414652,10.06546337,7.95025749,6.539956978,6.116299017,4.145309638,6.013765008,4.401084731,4.256324109,5.473058431,3.999035543,3.888386982,7.554206134,4.615689568,6.196744694,3.809928975,4.721477001,4.419597682,0.2498938212,0.1378106345,,,,,,,,,,,,,,,,,,,,,,,,,,,
25543774,C,,1969-12-31 16:00:00,,,6,18,1,2,201,4,1,6,3,6,5,6,5,6,2,4,5,2,3,5,5,5,5,,,,,,,3,2,1,117,116,113,3,4,6,3,4,5,5,6,6,2,,5,,3,5,5,5,5,2,3,4,2,3,3,4,4,4,2,3,5,2,3,4,4,5,5,2,3,4,2,3,4,4,4,4,3,4,4,4,2,2,4,3,3,2,3,2,4,5,3,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,2,3,4,2,2,2,3,2,2,5,2,2,4,6,4,4,4,4,3,3,4,3,3,3,3,3,3,5,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,2,,,,,,,,,,,,,,,,,,,3,13,9,8,12,4,9,2,11,14,11,13,5,7,9,7,18,13,10,2,15,3,18,4.499701911,7.429811983,6.041497339,5.581636371,5.660974316,5.753182764,6.472439802,5.38296172,3.844205474,4.537409313,4.139589123,6.027037596,6.433132794,6.311052809,4.584657081,5.887381275,4.829396423,6.583931906,0.2325160055,0.09313109587,,,,,,,,,,,,,,,,,,,,,,,,,,,
QM7562KH23863LVZN15316XF26553YB,C,,1969-12-31 16:00:00,,,6,46,5,1,501,3,4,6,6,6,4,6,4,4,4,7,7,3,7,3,7,6,6,,1,,,3,,2,,,102,113,111,5,10,10,3,10,3,10,9,10,,7,7,3,7,3,7,7,7,3,7,7,3,7,4,7,7,7,4,7,7,3,7,4,7,6,7,3,7,7,3,7,4,7,7,7,3,3,2,4,4,5,4,3,3,2,5,4,5,3,3,5,3,3,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,5,5,4,3,3,3,3,4,3,5,4,3,4,2,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,16,2,12,4,11,2,11,15,12,2,7,14,1,4,7,6,16,3,17,14,7,5.838333979,5.023977376,6.818489659,6.938147012,8.085883076,5.852438348,4.515868784,5.373332552,3.706224477,5.282759454,5.146671939,4.604775428,7.236479616,7.084294076,4.312337479,4.141190087,4.759822727,5.278973932,0.2227415819,0.06393263954,,,,,,,,,,,,,,,,,,,,,,,,,,,
IM12269PI07371BASF3640HN60383GJ,C,,1969-12-31 16:00:00,,,6,29,3,1,501,4,4,6,4,6,5,6,6,6,7,7,7,7,7,7,7,7,7,,1,,,2,,3,,,102,111,113,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,8,15,17,4,12,2,17,3,8,2,14,7,16,3,5,2,11,5,6,4,9,1,6,5.221072222,7.906207003,7.339794624,6.656446398,6.076232006,3.984385571,5.596899579,5.448642299,4.039484568,6.094151541,5.198515083,5.32686166,6.115462898,5.65849002,5.78034182,4.850805441,3.619064525,5.087142743,0.2442719655,0.1234228582,,,,,,,,,,,,,,,,,,,,,,,,,,,
30548332,C,,1969-12-31 16:00:00,,,6,68,7,1,203,3,4,5,1,1,5,6,5,6,3,5,5,,,5,6,6,6,,,,,,,3,2,1,117,116,113,5,5,6,,,6,8,8,8,,4,6,,,5,6,6,6,3,4,5,,,5,5,6,6,4,4,5,,,4,4,4,5,1,3,3,,,3,3,6,7,2,5,4,4,1,1,3,1,2,4,2,2,1,4,2,2,6,4,4,6,4,4,5,4,3,4,4,4,2,5,4,4,4,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,5,4,3,4,4,4,5,5,4,4,4,4,1,4,,,,,,,,,,,,,,,,,,,4,2,4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,10,14,12,4,5,8,17,14,11,15,10,3,16,3,18,13,12,13,11,14,17,8,16,5.917013446,5.108648819,6.142384748,7.304456013,6.904152951,5.08928896,4.447484014,6.668336495,5.622295509,5.311716533,4.675703946,5.971124452,5.812282738,5.839855537,4.16731007,5.466402307,4.508765146,5.042778316,0.2116345051,0.03508252247,,,,,,,,,,,,,,,,,,,,,,,,,,,
41700893,C,,1969-12-31 16:00:00,,,6,65,7,1,202,6,2,5,1,2,6,6,6,5,3,,3,,,3,5,3,3,2,,1,,,,3,,,109,1,113,7,,8,,,8,8,5,8,4,,7,,,6,7,,6,4,,6,,,6,6,6,6,3,,7,,,7,7,5,7,3,,6,,,6,6,6,6,2,5,2,3,3,3,2,3,3,3,2,3,3,3,3,2,6,7,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,6,7,7,6,7,7,7,7,7,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,6,7,7,6,7,7,7,7,7,7,2,4,7,1,7,7,7,7,6,7,7,6,7,7,7,7,7,7,2,4,,,,,,,,,,,,,,,,,,,2,1,14,8,15,2,9,3,12,2,16,3,9,8,11,6,4,13,11,2,11,10,5,6.143453656,6.091195243,6.505807799,5.453455626,4.455391604,6.796185485,4.972820618,5.433598139,4.020363798,6.211563859,4.460584999,5.048947598,6.218490552,5.415900931,5.861579569,4.468624447,6.6694798,5.772556276,0.2298189212,0.08618853162,,,,,,,,,,,,,,,,,,,,,,,,,,,
31365244,C,,1969-12-31 16:00:00,,,6,27,3,1,203,4,5,5,2,5,3,5,6,5,5,4,5,,5,4,6,6,5,,,,,,,2,1,3,116,113,117,7,8,7,,8,6,8,8,9,5,5,4,,5,,6,6,6,5,4,4,,4,5,6,6,6,5,4,5,,4,4,6,6,6,6,4,4,,4,5,6,6,6,5,3,4,5,5,6,5,6,5,5,5,5,6,5,5,5,4,5,4,5,4,4,5,6,2,4,3,6,3,4,3,3,4,4,4,6,4,5,4,5,5,6,4,4,3,5,4,4,4,3,4,4,4,5,,,,,,,,,,,,,,,,,,,5,3,4,5,5,6,5,6,6,5,6,6,6,5,6,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,13,12,14,11,13,12,17,1,13,16,2,12,2,4,4,18,15,1,4,9,4.465354324,6.757125579,5.872883491,7.725811783,4.144337566,5.573805614,4.828985628,4.682093965,4.250644595,5.581356567,4.500579725,5.519221626,9.199928422,4.951765831,6.721961849,5.979914524,4.642444762,4.601784149,0.2374445246,0.1060504759,,,,,,,,,,,,,,,,,,,,,,,,,,,
QW3518IT12456HGEO11280PS09492OX,C,,1969-12-31 16:00:00,,,6,25,3,1,505,5,2,5,3,4,3,3,2,3,6,,6,5,4,5,5,1,6,1,,,,,,,,,1,,,8,,9,7,7,7,5,2,7,5,,6,,5,,,,,6,,6,6,5,5,6,1,6,6,,6,6,5,5,4,1,5,5,,6,5,5,4,5,2,5,6,2,5,5,6,6,5,5,5,5,5,6,6,6,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,4,4,5,4,5,3,4,5,5,5,5,5,5,4,4,6,2,5,5,5,5,5,5,4,5,5,5,5,5,5,6,4,4,,,,,,,,,,,,,,,,,,,6,2,5,5,6,5,5,5,5,5,5,6,6,6,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,16,15,9,13,14,15,9,3,16,7,9,8,11,8,14,8,4,1,16,15,14,7.533459868,5.172360845,6.171515331,4.850226187,4.988644751,5.220118311,5.383626587,7.817630721,4.841578174,4.968523183,3.818349876,5.497627315,6.103960791,5.616881299,5.627488089,6.061338354,5.625516174,4.701154144,0.2217661568,0.06375093122,,,,,,,,,,,,,,,,,,,,,,,,,,,
300456236,C,,1969-12-31 16:00:00,,,6,40,4,2,502,4,6,2,1,3,3,5,6,6,4,7,7,,3,3,7,6,7,,1,2,,,,3,,,102,109,113,3,10,10,,4,4,10,6,4,4,7,7,,,,7,5,4,4,7,7,,4,3,7,5,4,5,7,7,,4,3,7,6,5,5,7,7,,4,4,7,6,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,15,18,9,13,9,8,9,5,16,4,1,2,17,2,7,2,15,5,1,8,16,4.447060199,8.442042685,5.48712283,7.058766884,6.65600488,4.11684402,5.202474619,7.025623261,4.025136394,5.672449821,4.832537073,5.902556511,6.971832295,5.751467984,3.475625744,4.561632385,5.160534822,5.210287592,0.265259684,0.173405799,,,,,,,,,,,,,,,,,,,,,,,,,,,
JH21190LO55680VVME3936VX59909BZ,C,,1969-12-31 16:00:00,,,6,18,1,2,501,4,3,3,6,5,1,6,3,3,5,5,5,5,5,,5,5,5,3,1,,,,,2,,,102,113,1,5,5,5,5,5,,5,5,5,5,,,5,5,,5,5,,5,5,5,5,5,,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,6,9,10,9,2,8,12,8,16,18,2,4,11,13,14,8,10,9,16,7,2,3,4.327450674,7.290743579,5.103292327,6.133548412,5.931574614,5.259570976,5.335880975,4.828930225,2.936468832,6.994865935,5.340518438,6.309386113,6.008750726,5.044917781,6.017486846,6.251799726,6.95316156,3.931652261,0.2421232921,0.1186929378,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI11478IP97381CDEV19102WV22684XQ,C,,1969-12-31 16:00:00,,,6,21,2,2,501,4,5,3,6,5,4,6,4,4,6,7,6,6,6,6,6,6,6,,1,,2,,,3,,,102,110,113,9,10,7,9,8,7,8,9,8,5,7,,6,5,5,5,5,5,5,7,5,6,6,5,6,6,5,5,7,5,6,6,5,6,6,5,6,7,5,6,6,5,5,6,5,4,7,6,6,4,7,5,6,5,5,6,5,6,5,6,6,5,6,7,6,7,7,7,5,6,7,7,7,7,7,7,7,7,7,7,3,,,,,,,,,,,,,,,,,,,6,6,5,6,6,5,7,6,7,6,6,6,7,5,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,5,5,6,6,6,5,6,5,6,5,6,5,5,5,2,18,12,15,12,5,9,14,3,5,8,15,9,13,9,1,4,7,3,7,4,15,18,5.830295806,7.071271799,4.758976516,6.22198459,7.128795931,3.998823115,6.130204543,5.705724815,5.101374828,4.921796673,5.284289821,5.011013431,5.884008023,5.474553679,5.559925971,4.254348652,5.968607817,5.694003989,0.2117201059,0.03535524953,,,,,,,,,,,,,,,,,,,,,,,,,,,
350240526,C,,1969-12-31 16:00:00,,,6,31,3,1,504,3,3,3,2,3,6,5,4,3,3,5,4,,4,6,4,5,4,,3,,,,1,,2,,112,116,102,4,6,5,,6,8,6,6,5,,,,,,6,4,6,,3,4,3,,4,5,3,4,3,4,4,4,,4,5,4,4,4,4,4,4,,4,5,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,3,3,,,,,,,,,,,,,,,,,,,4,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,3,3,4,3,4,4,4,5,5,5,5,5,5,5,5,4,5,5,2,3,,,,,,,,,,,,,,,,,,,9,2,11,10,15,3,13,4,9,12,13,4,17,13,18,2,8,4,18,1,16,3,15,4.949747834,7.355687349,6.746679691,6.016233032,6.793499096,5.339161365,4.673818594,5.255686877,4.740080948,5.827763147,4.374470665,4.8123852,6.801260065,4.89302411,4.483626803,5.843485615,5.263250019,5.830139591,0.21378932,0.04022251706,,,,,,,,,,,,,,,,,,,,,,,,,,,
30070872,C,,1969-12-31 16:00:00,,,6,50,5,2,203,4,3,2,3,3,2,6,6,5,5,4,5,5,4,6,6,7,5,,,,,,2,,1,3,116,112,117,7,5,8,7,5,9,8,9,7,5,,6,,,7,6,7,6,5,3,4,4,4,6,5,6,5,5,2,5,4,2,6,5,7,5,4,2,4,3,2,5,4,5,4,5,1,5,5,2,5,5,5,5,4,6,5,5,4,6,6,2,6,,,,,,,,,,,,,,,,,,,6,1,5,5,4,6,5,6,6,6,6,5,5,4,6,6,2,6,6,1,5,5,4,6,5,5,5,4,5,4,5,4,5,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,5,5,4,6,5,6,6,6,6,5,5,4,6,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,12,15,9,13,7,3,9,5,12,1,6,8,2,4,7,14,7,1,6,1,6,6.195553,7.625148585,5.596435458,6.462362545,5.207659335,3.388906681,3.729008651,7.141527342,3.673382302,5.316722003,5.327630086,4.230972867,6.567201189,6.447295282,6.593477393,5.969896697,4.982990857,5.543829726,0.2501269229,0.1387501604,,,,,,,,,,,,,,,,,,,,,,,,,,,
400372503,C,,1969-12-31 16:00:00,,,6,24,2,1,503,3,3,3,1,3,4,5,3,6,2,2,2,,2,2,4,2,6,,,,,,,,,1,117,,,0,0,0,,0,0,5,0,5,,,3,,,,5,,6,1,1,1,,1,1,3,1,5,1,1,1,,1,1,1,1,2,1,1,1,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,10,7,10,9,18,3,5,7,18,16,4,17,1,15,4,15,1,16,18,16,5,17,6.5309108,5.639345792,5.676482953,5.846960453,5.974275596,6.254187958,5.632314352,5.528929011,5.029877012,5.746981662,5.651639173,5.986576451,5.373056574,7.11312133,4.48436441,4.635907357,4.050538797,4.844530322,0.2176995902,0.05000467989,,,,,,,,,,,,,,,,,,,,,,,,,,,
vzjFn2XZ6QKc8G,C,,1969-12-31 16:00:00,,,6,28,3,1,302,6,3,6,6,6,6,6,6,3,7,7,7,7,7,7,7,7,7,,,1,,2,,3,,,109,111,113,10,10,10,10,10,10,10,10,10,7,,7,6,7,7,7,7,,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,7,7,7,7,6,7,7,7,6,2,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,7,13,14,2,1,13,11,15,11,15,12,13,7,14,10,9,7,6,18,3,17,11,14,5.366818751,5.933767106,5.623779112,6.240338853,5.296214321,5.243848977,5.953584807,5.852032919,5.722408699,6.606731575,4.607762799,5.145618258,5.968089732,4.836215872,5.784364648,4.693115378,5.540048588,5.585259604,0.2024528617,0.007509125842,,,,,,,,,,,,,,,,,,,,,,,,,,,
30671549,C,,1969-12-31 16:00:00,,,6,49,5,2,203,4,3,6,1,1,1,1,6,5,1,,1,,,,,1,1,,,,,,,,1,,116,,,8,,5,,,,,8,8,6,,2,,,,,6,6,1,,1,,,,,1,1,1,,1,,,,,1,1,3,,3,,,,,3,3,5,1,1,1,1,4,1,6,5,5,4,5,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,5,1,1,1,1,4,1,3,5,1,4,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,4,1,6,5,4,4,5,5,1,1,1,1,1,5,1,1,1,1,4,1,6,5,6,4,5,3,1,1,1,1,1,8,17,15,15,12,2,16,13,9,2,5,13,16,15,16,2,11,5,9,18,9,1,12,6.250155767,7.52940293,5.791456388,4.759567504,6.23211251,5.409954445,3.569954636,6.558606227,4.580497034,5.517336786,5.003091959,4.286281012,6.327944269,5.450316476,6.224549807,4.757909566,6.180254761,5.570607921,0.2318637895,0.09165251186,,,,,,,,,,,,,,,,,,,,,,,,,,,
310223098,C,,1969-12-31 16:00:00,,,6,47,5,2,103,3,3,4,3,2,2,3,3,3,6,7,7,1,,,5,4,6,3,2,1,,,,,,,109,102,1,7,9,9,0,,,5,3,8,,,,,,,,,,7,7,7,1,,,6,4,7,7,4,7,1,,,6,4,7,7,6,6,1,,,5,5,7,6,1,7,7,7,7,7,7,7,7,7,6,7,7,7,7,1,1,7,1,6,7,7,6,6,7,7,7,7,6,7,6,7,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,6,7,6,7,6,6,6,7,7,7,6,6,6,6,1,7,,,,,,,,,,,,,,,,,,,7,1,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,1,5,2,17,13,16,14,6,13,6,10,17,13,16,2,16,4,11,4,11,1,6,14,9,5.81656297,6.282556508,4.073689207,7.011674963,4.39728425,2.817023626,4.742290412,6.60635473,4.120523812,5.518016689,4.075221822,4.344594144,8.871733943,8.48198566,6.287470505,5.415642284,5.48244885,5.654925626,0.2642198739,0.1721106115,,,,,,,,,,,,,,,,,,,,,,,,,,,
300036359,C,,1969-12-31 16:00:00,,,6,46,5,2,502,6,6,6,6,6,6,6,6,4,7,7,7,7,7,7,7,7,7,,3,2,,,,,1,,116,109,102,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,3,2,9,1,11,4,9,2,11,4,11,4,8,1,9,18,8,13,3,2,7,18,3,7.22799211,6.988547955,4.785402948,5.896621218,6.92829753,6.120482874,4.568563644,4.041415223,4.48746547,4.19690961,5.127996937,4.709699469,5.741560599,6.255955813,7.724114315,4.299424346,5.066470703,5.833079236,0.237317766,0.1047551426,,,,,,,,,,,,,,,,,,,,,,,,,,,
vD9KBBx2bYQV6K,C,,1969-12-31 16:00:00,,,6,27,3,2,403,6,6,6,6,6,6,6,6,2,7,4,4,4,4,4,7,7,7,,,,,,,,1,,116,,,10,7,7,5,10,5,10,10,5,7,4,4,4,4,4,4,7,4,7,4,4,4,4,4,4,7,5,7,4,4,4,7,7,4,7,7,7,4,4,4,4,4,4,7,4,7,5,7,5,5,7,6,5,7,6,7,5,7,6,6,6,4,6,4,4,4,4,4,5,4,4,4,4,4,4,4,6,4,4,5,4,,,,,,,,,,,,,,,,,,,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,18,10,12,4,3,2,15,4,5,4,5,1,9,14,18,13,3,2,16,10,3,7.282566868,7.066167248,6.517128768,6.54607472,4.783725379,5.254019296,5.647395443,5.56022733,3.367939756,4.301601465,4.52368953,4.293993299,7.525106506,6.399237093,5.394007232,5.811836263,4.493078673,5.232205131,0.2175208868,0.05170323909,,,,,,,,,,,,,,,,,,,,,,,,,,,
